Name,County,Location,Dedicated Date,Latitude,Longitude,Marker Type,Missing?,Categories,Marker Text
Kelpius Community,Philadelphia,"Hermit Ln. near Henry Ave., Fairmount Park, Philadelphia","Saturday, April 17, 2004",40.02517,-75.20085,Roadside,No,"Education, Ethnic & Immigration, Native American, Religion, William Penn","In 1694, German mystic Johannes Kelpius and his followers established a community near here in response to William Pennês offer of religious freedom. Members of the –Hermits of the Wissahickon” produced poetry and music, practiced astronomy and botany, and made an early pipe organ, as they awaited the millenium. They welcomed all ethnic groups and Native Americans. The community gradually dissolved after Kelpius died in 1708."
Oldest Photograph,Philadelphia,"NW corner, Chestnut & Juniper Sts., Philadelphia","Monday, September 25, 1989",39.95068,-75.16297,City,No,"Artists, Business & Industry, Invention, Science & Medicine, Professions & Vocations","America's earliest surviving photograph was made here about Sept. 25, 1839. Using a cigar box and crude lens, Joseph Saxton of the U.S. Mint created an image of Central High School (now demolished) shortly after Daguerre had announced his process in France."
Schuylkill Arsenal,Philadelphia,"E Greys Ferry Rd. at Washington Ave., Philadelphia","Thursday, June 10, 2004",39.94042,-75.18767,City,No,"Civil War, Exploration, Military, Military Post-Civil War","Supplies for the Lewis & Clark Expedition (1803-1806), bought in Philadelphia by Meriwether Lewis, were stored and shipped to Pittsburgh from here in preparation for the journeyês start. Supplied military goods for Civil War, WWI and WWII. Built 1802-1806. Razed 1963."
Louis I. Kahn (1901-1974),Philadelphia,"1501 Walnut St., Philadelphia","Thursday, June 24, 2004",39.94903,-75.16572,City,No,"Buildings & Architecture, Education, Professions & Vocations","Among the foremost architects of the late 20th century. Trained in the Beaux-Arts method at the University of Pennsylvania, Kahn redefined architecture through his extraordinary use of mass, light, and structure. A Penn professor, his office was here."
John Nepomuk Maelzel (1772-1838),Philadelphia,"NW corner, S 5th St. & St. James Ct., Philadelphia","Monday, July 05, 2004",39.94694,-75.15044,City,Yes,"Business & Industry, Entrepreneurs, Ethnic & Immigration, Invention, Performers, Sports & Recreation","German-born inventor and showman; exhibited nearby at Maelzelês Hall, 1826-1831, assisted by Wm. Schlumberger. His Automaton Chess Player (The Turk) was famous for games with Franklin & Napoleon. He patented a metronome; made hearing aids for Beethoven."
Mechanics' Union of Trade Associations,Philadelphia,"Chestnut & Bank Sts., Philadelphia","Wednesday, June 30, 2004",39.94848,-75.14521,City,No,"Education, Government & Politics 19th Century, Labor","Formed nearby in 1827 as the first central labor council in the nation; recognized as the beginning of American labor movement. Represented workers as a class, not by craft. Advocated for ten-hour day; engaged in political activism and workers' education."
Robert Patterson (1743-1824),Philadelphia,"West side of S 9th St., south of Market St., Philadelphia","Thursday, July 22, 2004",39.95067,-75.15515,City,No,"Education, Exploration","Professor, chair of mathematics dept. and vice-provost at University of Pennsylvania, 1799-1814. Tutored Meriwether Lewis in navigation skills to prepare for Lewis and Clark Expedition, 1803-1806. Resided here."
David Salisbury Franks (c.1740-1793),Philadelphia,"SE corner, 5th & Arch Sts., Philadelphia","Wednesday, October 13, 2004",39.95243,-75.14844,City,No,"American Revolution, Religion","Distinguished Jewish officer and aide-de-camp to Gen. Benedict Arnold during the Revolutionary War. Thought to be complicit in Arnoldês treason, Maj. Franks was later exonerated. A yellow fever victim, he was buried at Christ Church by a Christian neighbor."
Ora Washington (1899-1971),Philadelphia,"6128 Germantown Ave., Philadelphia","Friday, November 05, 2004",40.04133,-75.17963,City,No,"African American, Sports & Recreation, Women","African American athlete who dominated black womenês tennis, 1929-1937. She won eight national singles titles from American Tennis Association; starred with Philadelphia Tribunes, womenês basketball team, 1932-1942; played and taught here at YWCA."
Pennsylvania Academy of the Fine Arts,Philadelphia,"At the Academy, 118 N Broad St., Philadelphia","Wednesday, November 17, 2004",39.95501,-75.16307,City,No,"Artists, Buildings & Architecture, Education","America's oldest art museum and school, founded 1805 by Peale, Rush, and other artists. Trained here were Thomas Eakins, Mary Cassatt, Maxfield Parrish, John Marin, Charles Demuth and others. Furness and Hewitt designed the Neo-Gothic building, 1876."
Benjamin Smith Barton (1766-1815),Philadelphia,"712 Arch Street, Philadelphia (subsequent research has found 726 Arch to be the actual site of Barton's home.)","Sunday, December 19, 2004",39.95398,-75.1504,City,No,"Education, Exploration, Science & Medicine, Writers","Physician, professor of natural history and botany at the University of Pennsylvania. Author of first American botany textbook. In 1803, he taught natural history to Meriwether Lewis in preparation for Lewis & Clark Expedition, 1803-1806. He lived here."
Anthony J. Drexel (1826-1893),Philadelphia,"48 S Third Street, Philadelphia","April, 2005",39.94899,-75.14581,City,No,"Business & Industry, Education, Entrepreneurs, Railroads",Entrepreneur and philanthropist Drexel created the world's 1st trans-Atlantic banking network from an office located here. It financed many U.S. railroads and businesses of the industrial era. Founder of Drexel University.
Julian Francis Abele (1881-1950),Philadelphia,"At Philadelphia Museum of Art steps, 26th & Franklin Pkwy.","Tuesday, February 12, 1991",39.96495,-75.17958,Roadside,No,"African American, Buildings & Architecture, Professions & Vocations","The first Black graduate of the University of Pennsylvania's School of Architecture, Abele was the chief designer for the nationally known architectural firm of Horace Trumbauer, whose commissions during Abele's career included the Philadelphia Museum of Art and the Free Library of Philadelphia on Logan Square."
Robert Mara Adger (1837-1910),Philadelphia,"823 South St. (at Darien St.), Philadelphia",1993,39.94257,-75.15621,City,No,"African American, Professions & Vocations, Underground Railroad","Businessman, activist, bibliophile lived here. Director, Philadelphia Building & Loan Assn., pioneering Black firm. Amassed and donated a major collection of rare books, pamphlets on Blacks, antislavery. Founded Afro-American Historical Society."
African American Baseball in Philadelphia,Philadelphia,"SW corner, Belmont & Parkside Aves., Philadelphia","Saturday, April 25, 1998",39.97762,-75.21356,Roadside,No,"African American, Baseball, Sports & Recreation","For 85 years, starting with the Pythians and Excelsiors in 1867, Black ball clubs were a significant part of the Philadelphia scene. The Giants, formed 1902, were soon ""World's Colored Champions."" The Hilldales, Eastern Colored League Champions, 1923-25, won the Colored World Series, 1925. The Philadelphia Stars from 1933-52; they were in the Negro National League, 1933-48, & many of their games took place at this site."
African Zoar Methodist Episcopal Church,Philadelphia,"401 Brown St. (at 4th), Philadelphia","Saturday, June 02, 1990",39.96383,-75.14465,City,No,"African American, Religion, Underground Railroad","Founded here in 1794 by 15 men and three women from St. George's Church, led by Rev. Harry Hosier. Zoar was active in the Underground Railroad and moved to 12th and Melon Streets in 1883. It is United Methodism's oldest Black congregation."
Louisa May Alcott,Philadelphia,"5427 Germantown Ave., Philadelphia","Thursday, November 07, 1996",40.03372,-75.17139,City,No,"Women, Writers","The author of ""Little Women"" was born here at ""Pine Place,"" Nov. 29, 1832, to educator Bronson Alcott & his wife Abigail. An abolitionist, Civil War nurse, and suffragist, she wrote children's books and gothic thrillers. The Alcotts lived in this county, 1830-34."
Sadie T.M. Alexander (1898-1989),Philadelphia,"700 Westview St., Philadelphia",1993,40.04433,-75.19628,City,No,"African American, Civil Rights, Government & Politics, Government & Politics 20th Century, Women","The first Black woman to be admitted to the bar in Pennsylvania, she lived here in her later years. Active in the Urban League, she was appointed, 1946, to the President's Committee on Civil Rights."
A.M.E. Book Concern,Philadelphia,"631 Pine St., Philadelphia","Saturday, June 01, 1991",39.94402,-75.1531,City,No,"African American, Religion","Here in 1836 a church related company began printing hymnals, religious materials, and works by Black authors of the period. In 1847 The Christian Recorder was published here. Bishop Benjamin Tucker Tanner was editor of the firm until 1884."
American Bandstand,Philadelphia,"4601 Market St., Philadelphia","Tuesday, August 05, 1997",39.9585,-75.21259,Roadside,No,"Business & Industry, Motion Pictures & Television","This television program had a major impact on the music, dance, and lifestyles of American teenagers. ""Bandstand,"" a local show, began in 1952. Dick Clark became host in 1956, and on August 5, 1957, ""American Bandstand"" debuted on the nationwide ABC network. Until 1964 the show was broadcast from WFIL-TV here. This 1947 building was one of the first designed and constructed. exclusively for television productions."
Marian Anderson,Philadelphia,"At Union Baptist Church, 1910 Fitzwater St., Philadelphia",1993,39.94312,-75.1745,City,No,"African American, Performers, Women","World-renowned contralto. As a child she sang in this church. Toured Europe & U.S. starting in the 1930s. Her concert at the Lincoln Memorial, 1939, drew 75,000 people. First African-American in Metropolitan Opera, 1955. Delegate to UN, 1958. Died 1993."
Pearl Bailey (1919-1990),Philadelphia,"1946 N 23rd St., Philadelphia",1992,39.98494,-75.17152,City,No,"African American, Performers, Women","Bailey, who lived here as a youth, became one of America's most prominent entertainers. She sang with the big bands during the 1940s and gained her greatest fame in the 1967 Broadway production of ""Hello, Dolly!"""
Benjamin Banneker Institute,Philadelphia,"409 S. 11th St., near Waverly, Philadelphia",1991,39.94453,-75.15989,City,No,"African American, Education","Founded here in 1854 and dedicated to the literary betterment of African Americans, this school was named for a Black astronomer and mathematician who published an almanac and helped survey Washington, D.C."
"Barrymores, The",Philadelphia,"NW corner, N 6th & Arch Sts., Philadelphia","Tuesday, October 01, 1996",39.95279,-75.15013,City,No,Performers,"Three famous actors, Philadelphia-born, were the third generation of this ""Royal Family of the American Stage."" Lionel (1878-1954), Ethel (1879-1959), and John (1882-1942) performed on stage, screen, radio. Their grandparents, the Drews, managed the Arch St. Theatre here."
John Bartram (1699-1777),Philadelphia,"Harley Ave. at Lindbergh Blvd., West Philadelphia","Monday, June 06, 1955",39.9329,-75.21546,City,No,"Environment, Professions & Vocations",Famed natural scientist. Had the first botanic garden in the U.S. for receiving plants of America and exotics. He was American botanist to king of England and member of several royal societies. House and garden are 1/4 mile east.
Ebenezer Don Carlos Bassett (1833-1908),Philadelphia,"2121 N 29th St., Philadelphia",1993,39.98827,-75.18039,City,No,"African American, Education","Educator and diplomat. Bassett was principal, Institute for Colored Youth, 1857-69. He was U.S. minister to Haiti, 1869-77; appointed by President Grant, he was the first African-American to receive a diplomatic post. Here he lived his last years."
Battle of Germantown,Philadelphia,"6401 Germantown Ave. at Clivedon, Germantown, Philadelphia","Saturday, October 05, 1996",40.04644,-75.18242,City,No,"American Revolution, George Washington, Military","The Battle of Germantown occurred at Cliveden, the country home of Pa. Chief Justice Benjamin Chew, on Oct. 4, 1777. A British regiment occupied Cliveden and defended it from full assault by the colonials. Over 70 soldiers died on these grounds. Although it was an American defeat, Washington's bold strategy helped to win French aid for the cause of independence."
Mower General Hospital,Philadelphia,"Willow Grove Ave. & Wyndmoor St., Philadelphia","Sunday, September 17, 2000",40.07381,-75.19753,City,No,"Civil War, Military","Described as the largest U.S. Army hospital of its day; designed by noted architect John McArthur, Jr. Here, wounded Civil War soldiers were cared for, Jan. 1863-May 1865. On 27 acres extending to Stenton Ave., it had some 3,600 beds and treated over 20,000 patients. Razed following the war."
Wilt Chamberlain (1936-1999),Philadelphia,"Overbrook High School, N 59th St. & Lancaster Ave., Philadelphia","Thursday, September 28, 2000",39.98097,-75.23933,Roadside,No,"Basketball, Sports & Recreation","A legendary basketball player, born in Philadelphia. Earned national attention at Overbrook High School and at the University of Kansas. Played professionally for the Harlem Globetrotters, Philadelphia Warriors and 76ers, and Los Angeles Lakers, 1958-73. A dominant center, he set records for both rebounding and scoring; scored 100 points in one game, 1962. Most Valuable Player four times. Member, Basketball Hall of Fame."
Hannah Callowhill Penn,Philadelphia,"S 2nd St. & Sansom St. Walkway (Welcome Park), Philadelphia","Tuesday, October 24, 2000",39.94743,-75.14427,City,No,"Government & Politics, William Penn, Women","Born in 1671, she married William Penn, 1696. They lived at Pennsbury, and in the Slate Roof House here, 1699-1701. During his final illness, 1712-18, and until her death, 1726, she was Pennsylvania's acting proprietor. She was the only woman to control a British proprietary colony for so long."
Nicholas Biddle (1786-1844),Philadelphia,"715 Spruce St., Philadelphia",N/A,39.94581,-75.15337,City,No,"Business & Industry, Entrepreneurs, Exploration","The financier, statesman, & scholar lived here. President, 1823-1836, Second Bank of the United States, the nation's central bank. He also spurred the rise of Greek Revival architecture and edited the journals of the Lewis & Clark expedition."
Caspar Wistar (1761-1818),Philadelphia,"240 S 4th Street, Philadelphia","Tuesday, December 05, 2000",39.94586,-75.14802,City,No,"Education, Exploration, Science & Medicine, Professions & Vocations","Noted physician, lived here. Professor of anatomy at the University of Pennsylvania. President of the American Philosophical Society & Pa. Abolition Society. In 1803, tutored Meriwether Lewis in Medicine & paleontology, in preparation for the expedition west."
Girl Scout Cookies,Philadelphia,"1401 Arch St., Philadelphia","Tuesday, January 16, 2001",39.95444,-75.16376,City,No,"Business & Industry, Women","On November 11, 1932, Girl Scouts baked & sold cookies for the first time in the windows of the Philadelphia Gas & Electric Co. here. This endeavor soon became a Philadelphia tradition. In 1936 the Girl Scouts of the U.S.A. adopted the annual cookie sale as a national program."
PSFS Building,Philadelphia,"1200 Market St., Philadelphia","Friday, November 11, 2005",39.95194,-75.16016,City,No,Buildings & Architecture,"The Philadelphia Saving Fund Society Building is regarded as the first International Style skyscraper built in the U.S. Completed in 1932, it was a radical departure from traditional bank architecture, exploiting the latest technological and structural advances."
Jack and Jill of America Foundation,Philadelphia,"1605 Christian St., Philadelphia",1993,39.94041,-75.16969,City,No,"African American, Education, Women","Founded 1938 by Marion Turner Stubbs, Lela Jones, and nine other African-American mothers of middle-class families to provide activities for their children despite racial segregation. The local chapter - first in the U.S. - formerly met here."
"Johnson House, The",Philadelphia,"6306 Germantown Ave., Philadelphia","Thursday, June 01, 1995",40.04328,-75.1809,City,No,"African American, Houses & Homesteads, Religion, Underground Railroad","Built in 1768 for John Johnson. This was home to three generations of a Quaker family who worked to abolish slavery and improve living conditions for freed African Americans. In the 1850s this house was a station on the Underground Railroad. Here and in smaller buildings on the property, men and women escaping slavery found shelter on their way to freedom."
Francis Johnson (1792-1844),Philadelphia,"536 Pine St., Philadelphia","Saturday, October 03, 1992",39.94383,-75.15166,City,No,"African American, Performers","""America's first native-born master of music"" lived here. A prolific African-American composer. Trumpeter of 1st Troop, City Cavalry. Bandmaster, 128th Regiment, Pa. Volunteer Infantry. He was a major force in early American music; traveled widely."
"Rev. Jehu Jones, Jr. (1786-1852)",Philadelphia,"310 S. Quince St., Philadelphia (at Mask & Wig Club)","Sunday, February 22, 1998",39.94591,-75.16041,City,No,"African American, Religion","First African American Lutheran pastor in the US. Founder of nation's first African American Lutheran congregation, St. Paul's Evangelical Lutheran Church. It built its brick edifice here in 1834 and worshiped at the site with Jones as its pastor until 1839."
Mother Jones (1830-1930),Philadelphia,"N Broad St. & JFK Blvd., N side of City Hall, Philadelphia","Saturday, November 12, 1994",39.95255,-75.1641,City,No,"Labor, Women","Mary Harris Jones began the March of the Factory Children here, July 1903, to dramatize the need for child labor legislation. Born in Ireland, Jones was an organizer and inspiring presence in the U.S. coal, steel, and textile labor movements."
Kahal Kodosh Mikveh Israel,Philadelphia,"313 Cherry St. at Orianna St., Philadelphia",1991,39.95311,-75.14584,City,No,"Ethnic & Immigration, Religion","In 1782 this congregation built Philadelphia's first synagogue at this site. Established about 1740, it had first worshiped in rented quarters here. The congregation built a larger synagogue 1824, and has been elsewhere in the city since 1860."
Thaddeus Kosciuszko,Philadelphia,"NW corner, S 3rd & Pine Sts., Philadelphia","Sunday, October 22, 1967",39.94342,-75.14731,City,No,"American Revolution, Ethnic & Immigration, Military","After serving as a military engineer during the American Revolution, he later led an uprising in his native Poland. Exiled, the General resided in this house from November, 1797, to May, 1798."
Eddie Lang,Philadelphia,"S 7th St., just N of Clymer St., Philadelphia","Sunday, October 15, 1995",39.93999,-75.15452,City,No,Performers,"""Father of Jazz Guitar."" He was born Salvatore Massaro in 1902 and lived in this area as a boy. An accomplished soloist, Lang worked with Joe Venuti, Paul Whiteman, the Dorseys, and others. He was Bing Crosby's accompanist when death cut short Lang's career in 1933."
Mario Lanza (1921-1959),Philadelphia,"634-36 Christian St., Philadelphia","Sunday, November 07, 1993",39.93833,-75.15453,City,No,"Motion Pictures & Television, Music & Theater, Performers","The beloved tenor was born here as Alfredo Cocozza. Here as a boy he learned the arias of many operas. Became a radio, concert, record artist. After signing with M-G-M in 1947, he made seven films; had the title role in ""The Great Caruso,"" 1951."
Alain Leroy Locke (1886-1954),Philadelphia,"2221 S 5th St., Philadelphia",1991,39.92065,-75.15545,City,Yes,"African American, Education, Professions & Vocations, Writers","Born here, Locke was an African-American critic and chronicler of the Harlem Renaissance. A Harvard graduate, Rhodes Scholar, and Howard University educator, he was a writer and promoter of Black art and culture."
London Coffee House,Philadelphia,"SW corner, Front & Market Sts., Philadelphia",1991,39.94946,-75.14222,City,No,"African American, Business & Industry","Scene of political and commercial activity in the colonial period, the London Coffee House opened here in 1754. It served as a place to inspect Black slaves recently arrived from Africa and to bid for their purchase at public auction."
Siegmund Lubin (1851-1923),Philadelphia,"21 S 8th St., Philadelphia","Friday, May 06, 1994",39.95047,-75.15368,City,No,"Business & Industry, Invention, Motion Pictures & Television, Professions & Vocations","A motion picture pioneer, famed as the first movie mogul. In optical shop here in 1897, began his empire of six studios in five states. His technical genius and marketing skill did much to popularize the medium. Bankrupt by 1916; died in obscurity."
Connie Mack (1862-1956),Philadelphia,"604 W Cliveden St., Philadelphia","Saturday, May 30, 1998",40.03788,-75.19197,Roadside,No,"Baseball, Sports & Recreation","""Grand Old Man of Baseball."" He started as a catcher in New England, 1883. As manager of the Philadelphia Athletics, 1901-1950 -- a record fifty years -- he led the team to nine American League pennants, 1902-31, & five World Series championships, 1910-30. In baseball's first All-Star Game, he managed the victorious American League team, 1933. Elected to the Baseball Hall of Fame, 1937. He lived on Cliveden Street here."
McClellan House,Philadelphia,"912 Walnut St., Philadelphia","Tuesday, October 14, 1997",39.94817,-75.15652,City,No,Education,"Father and son lived at 912 Walnut Street after 1832. Home of George McClellan, M.D., founder, Jefferson Medical College, until he died in 1847. Home until 1842, future Gen. George B. McClellan, commander, Army of the Potomac, 1861-62; U.S. Presidential candidate in 1864."
Mercy Hospital,Philadelphia,"NW corner, S 17th & Fitzwater Sts., Philadelphia",1992,39.94254,-75.17072,City,No,"African American, Science & Medicine, Professions & Vocations","Founded in 1907 by African-Americans, this hospital provided training and employment to Black medical professionals. In 1919 it built a larger facility here, and in 1948 it merged to become Mercy-Douglass Hospital."
Mikveh Israel Cemetery,Philadelphia,"Spruce St. between Schell & Darien Sts., Philadelphia",1957,39.94583,-75.15566,City,No,"Ethnic & Immigration, Religion","Founded 1740. Notables buried here include Nathan Levy, whose ship brought the Liberty Bell to America; Haym Salomon, Revolutionary patriot; the Gratz family; and Aaron Levy, founder of Aaronsburg."
Gertrude E.H. Bustill Mossell (1855-1948),Philadelphia,"1423 Lombard St., Philadelphia",1993,39.94469,-75.16629,City,No,"Women, Writers","Teacher and journalist lived here. Wrote for many publications on race and feminism. Her books included ""The Work of the Afro-American Woman."" Fundraiser for Frederick Douglass Hospital; her husband was its founder."
Mother Bethel A.M.E. Church,Philadelphia,"NE corner, S 6th & Lombard Sts., Philadelphia","Tuesday, March 19, 1991",39.94316,-75.15204,City,No,"African American, Religion, Underground Railroad","Founded on ground purchased by Richard Allen in 1787, this congregation is the mother church of the African Methodist Episcopal denomination. The present structure, erected in 1889, replaces three earlier churches on this site."
John Page Nicholson (1842-1922),Philadelphia,"1805 Pine St., Philadelphia","Saturday, May 02, 1998",39.94066,-75.18694,City,No,"Civil War, Military, Professions & Vocations","A veteran of the Civil War, he was a leading military historian. Editor & compiler of the two-volume Pennsylvania at Gettysburg. Active in preservation efforts at Gettysburg & Valley Forge. In 1888, a founder of The Civil War Library & Museum."
New Century Guild,Philadelphia,"1307 Locust St., Philadelphia","Thursday, June 19, 1997",39.94791,-75.16267,City,No,"Labor, Women","Founded 1882 by Eliza S. Turner. One of the oldest and largest organizations created to advance the interests of women in the labor force. Originally located on Girard St., the Guild moved to Arch St. in 1893 and to this location in 1906."
St. John Neumann,Philadelphia,"St. Peter's Church, N 5th St. & Girard Ave., Philadelphia","Saturday, March 28, 1981",39.97013,-75.14483,City,No,Religion,"Here lie the remains of the first male American saint, canonized in 1977. Born 1811 in Bohemia, he came to the U.S. in 1836. A devoted Redemptorist priest, he became fourth Bishop of Philadelphia, 1852, and set up nation's first Catholic diocesan school system. Died, 1860."
Opportunities Industrialization Centers,Philadelphia,"N 19th St., between Turner & Oxford Sts., Philadelphia","Friday, November 23, 1990",39.97855,-75.16603,City,No,"African American, Education","Established here in an abandoned jailhouse in 1964, O.I.C. was founded by Rev. Leon H. Sullivan and achieved worldwide recognition as a self-help vocational training center for Blacks which opened job opportunities formerly closed to them."
Charles Willson Peale,Philadelphia,"SW corner of 3rd & Lombard Sts., Philadelphia",1991,39.942366,-75.147396,City,Yes,"Artists, George Washington","American painter, noted for his portraits of George Washington. Here, Peale opened in 1786 his museum of art & natural science. This he moved to Philosophical Hall, 1794; to Independence Hall, 1802 Founder, Pennsylvania Academy of the Fine Arts. Burial a block away."
"Penn Relays, The",Philadelphia,"At Franklin Field track entrance, 233 S 33rd St., Philadelphia","Saturday, April 29, 1995",39.95111,-75.19068,Roadside,No,Sports & Recreation,Founded 1895 on this site. Officially named The Penn Relay Carnival and hosted annually by the University of Pennsylvania. It gained recognition as the world's first and largest track and field relay meet and the nation's longest uninterrupted collegiate meet. The Relays have drawn top high school and college athletes from the U.S. and elsewhere and have been the scene of numerous American and world records.
Penn Treaty Park,Philadelphia,"At Park on Delaware River, foot of Cecil B. Moore (Columbia) Ave., Philadelphia","Saturday, September 18, 1976",39.96711,-75.12849,Roadside,No,"Native American, William Penn","Traditional site of a treaty between William Penn and the Indians, this park is maintained by the City of Philadelphia in commemoration of the Proprietor's peaceful relations with the Indians."
Pennsylvania Abolition Society,Philadelphia,"Front St. below S Chestnut St., Philadelphia",1992,39.94673,-75.14355,City,No,"African American, Education, Underground Railroad","Founded here, 1775, as the Society for the Relief of Free Negroes Unlawfully Held in Bondage. In 1787 it became the Pennsylvania Abolition Society which sought social, educational, and employment opportunities for Blacks."
Pennsylvania Hall,Philadelphia,"N 6th St. south of Race St., Philadelphia",1992,39.9541,-75.14973,City,No,"African American, Government & Politics, Government & Politics 19th Century, Underground Railroad","Built on this site in 1838 by the Pennsylvania Anti-Slavery Society as a meeting place for abolitionists, this hall was burned to the ground by anti-Black rioters three days after it was first opened."
Pennsylvania Hospital,Philadelphia,"Pine St. between 8th & 9th Sts., Philadelphia","Friday, December 17, 1954",39.94436,-75.15582,City,No,"Science & Medicine, Professions & Vocations","This is the first hospital in the U.S. Chartered by Colonial Assembly in 1751 for ""relief of the sick poor."" Benjamin Franklin and Dr. Thomas Bond were its chief founders. First building, erected in 1755, is still used."
Pennsylvania Station,Philadelphia,"N side of Market St. between 29th & 30th Sts., Philadelphia","Tuesday, December 17, 1996",39.956667,-75.181667,City,Yes,"Railroads, Transportation","Opened with this name by the Pennsylvania Railroad in 1933; later renamed 30th Street Station. One of the largest rail stations in the U.S., with 16 tracks. Its magnificent main concourse has a 95-foot high ceiling. Three earlier stations were in this vicinity."
Philadelphia,Philadelphia,"Traffic island at N. Broad St. (PA 611) & John F. Kennedy Blvd., just N of City Hall","Monday, December 06, 1982",39.95321,-75.1635,City,No,"Cities & Towns, William Penn","Founded by William Penn. Laid out in 1682. Chartered a city, 1701. Pennsylvania's capital until 1799; the nation's to 1800. County was one of Pennsylvania's original three, formed 1682 and consolidated with city in 1854. Name means ""City of Brotherly Love."""
Philadelphia College of Pharmacy and Science,Philadelphia,"At entrance, S 43rd St. & Kingsessing Ave., West Philadelphia","Monday, January 04, 1971",39.94676,-75.20864,Roadside,No,Education,"Founded in 1821 at historic Carpenters' Hall by prominent apothecaries to improve the standards of pharmacy, the College was incorporated the following year. It is the oldest institution of its kind in the United States."
Philadelphia College of Textiles and Science,Philadelphia,"Campus, School House Ln. near Henry Ave., Germantown, Philadelphia","Friday, May 16, 1969",40.02131,-75.19162,Roadside,No,Education,"Present campus of America's first textile college. Founded as the Philadelphia Textile School in 1884, it provided needed technical education to improve the manufacture and quality of domestic fabrics."
"Philadelphia Contributionship, The",Philadelphia,"212 S 4th St., Philadelphia","Friday, December 17, 1954",39.94719,-75.14809,City,No,Business & Industry,for the Insurance of Houses from Loss by Fire ------ Oldest fire insurance company in America. Founded in 1752 by Benjamin Franklin and his friends.
Philadelphia Female Anti-Slavery Society,Philadelphia,"N 5th & Arch Sts. (at US Mint), Philadelphia",1992,39.95298,-75.14822,City,No,"African American, Government & Politics, Underground Railroad, Women","Organized in 1833 by Quaker abolitionist Lucretia Mott, this society, headquartered here, originally consisted of sixty women who sought to end slavery. After the Civil War, the society supported the cause of the freed slaves."
Philadelphia Knights of Pythias,Philadelphia,"SE corner, S 19th & Addison Sts., Philadelphia",1992,39.94605,-75.17332,City,No,African American,"Founded in 1907 by politician and civic leader, B.G. Collier, this order first met above a South Philadelphia barber shop. In 1913 the lodge moved to this site, erecting a new building here in 1923."
Philadelphia Pyramid Club,Philadelphia,"1517 Girard Ave., Philadelphia",1992,39.97165,-75.16182,City,No,African American,"Founded by prominent members of the Black community, this club fostered, encouraged, and gave expression to civic, social, and cultural opportunities for African-Americans denied to them by other organizations in the area."
Philadelphia Tribune,Philadelphia,"520-26 S 16th St., Philadelphia","Wednesday, July 01, 1992",39.94453,-75.16853,City,No,"African American, Business & Industry","Founded in 1884 by Christopher Perry, the Tribune, located here, began as a single, hand-printed page dedicated to improving the everyday life of Blacks. It is the oldest continuously published Black newspaper in the nation."
"Philadelphia Zoo, The",Philadelphia,"3400 W Girard Ave. at zoo entrance, Philadelphia","Thursday, June 27, 1996",39.97473,-75.1958,City,No,Sports & Recreation,"""America''s First Zoo."" Chartered 1859 as the Zoological Society of Philadelphia. A wildlife refuge and a zoological garden, the zoo has long been committed to fulfilling its public mission: conservation, research, education, recreation."
Henry L. Phillips (1847-1935),Philadelphia,"620 S 8th St., Philadelphia",1993,39.94182,-75.1555,City,No,"African American, Religion","Baptized a Catholic, reared a Moravian, and ordained an Episcopal priest, Phillips transformed the Church of the Crucifixion into a Black cultural center, known for its social outreach. He was a founder, American Negro Historical Society."
Presbyterian Church in the U.S.A.,Philadelphia,"NW corner, Arch & N 3rd Sts., Philadelphia","Saturday, July 01, 1989",39.95224,-75.14543,City,No,Religion,"Here, in its first General Assembly held May 21-24, 1789, the Presbyterian denomination in America was formally organized on a national basis. This took place in the city's Second Presbyterian Church, which was at this site from 1750 to 1837."
Prince Hall Grand Lodge,Philadelphia,"4301 N. Broad St. (Pa. 611), between St. Luke & Bristol, Philadelphia","Saturday, September 08, 1990",40.01908,-75.1489,City,No,African American,"This Masonic lodge was named after Rev. Prince Hall, founder of Freemasonry among African-Americans. The first Grand Master of African Masonry was Absalom Jones, organizer in 1797 of Philadelphia's first lodge, the African Lodge of Free Masons."
Germantown Meetinghouse,Philadelphia,"6611 Germantown Ave., Philadelphia","Wednesday, September 10, 2008",40.05004,-75.1842,City,No,"Buildings & Architecture, Religion","Built here in 1770 - the first meetinghouse of the Church of the Brethren in the nation. Founded in Germany in 1708, the denomination was entirely transplanted to America by 1750 due to religious persecution. Many early Brethren leaders are buried in the cemetery."
Public Sector Collective Bargaining,Philadelphia,"City Hall, north side, N Broad & Market Sts., Philadelphia","Friday, September 26, 2008",39.95337,-75.16378,City,No,"Government & Politics, Labor","In 1938, 3,000 Philadelphia municipal workers launched a strike protesting wage cuts and layoffs, among the first in a major American city. After 8 days, a collective bargaining agreement was reached, leading to the formation of AFSCME District Council 33."
Ebenezer Maxwell Mansion,Philadelphia,"200 W Tulpehocken St. (Germantown), Philadelphia","Saturday, September 27, 2008",40.03851,-75.18367,City,No,"Buildings & Architecture, Cities & Towns, Mansions & Manors, Railroads","Community efforts in the 1950s and 60s preserved this Gothic and Second Empire style house, one of the earliest recognized for its Victorian period architecture. The surrounding Tulpehocken Station historic district was among the nationês first railroad suburbs."
